name,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,StrikeBonus,5roundBonus
Marcelo Mello,100,0,0,0,0,7,0
David Roberts,25,0,0,0,0,0,0
Oluwale Bamgbose,175,0,25,0,0,12,0
Elizabeth Phillips,0,0,105,0,50,27,0
Shavkat Rakhmonov,100,450,80,0,0,86,25
Curt Warburton,0,25,105,0,0,0,0
Chris Tuchscherer,75,0,0,75,0,0,0
Paul Sass,0,295,25,0,0,3,0
Henry Miller,150,25,25,0,0,6,0
Mal Foki,25,0,0,0,0,0,0
Greg McIntyre,25,25,0,0,0,0,0
Anna Elmose,25,0,25,0,0,0,0
Gokhan Saki,125,0,0,0,0,20,0
Alibi Idiris,0,25,0,0,0,0,0
Yasuhito Namekawa,25,90,0,0,0,0,0
Greg Rebello,50,0,0,0,0,1,0
Joao Elias,25,0,0,0,0,0,0
Pearl Gonzalez,0,25,25,0,0,0,0
Federico Lopez,25,0,0,0,0,0,0
Lemont Davis,0,0,80,0,0,0,0
Brian Schwartz,0,0,25,0,0,6,0
Ansar Chalangov,25,25,0,0,0,0,0
Derrick Krantz,25,0,25,0,0,0,0
Martin Bravo,150,0,0,0,25,64,0
Philip Preece,0,0,25,0,0,1,0
Blood Diamond,0,25,50,0,0,47,0
Scott Harper,25,0,0,0,0,0,0
Magomed Sultanakhmedov,0,25,0,0,0,0,0
Greg Stott,25,0,0,0,0,0,0
Paul Rodriguez,0,50,0,0,0,1,0
Yosuke Nishijima,25,75,0,0,0,0,0
Kiefer Crosbie,25,50,0,0,0,10,0
Jesse Bongfeldt,0,25,0,0,0,0,0
Michal Martinek,0,25,0,0,0,0,0
Ateba Gautier,100,0,0,0,0,11,0
Elvis Mutapcic,25,0,25,0,0,0,0
Tony Juarez,25,0,0,0,0,0,0
Andy Enz,25,0,25,0,25,0,0
Guilherme Vasconcelos,0,0,25,0,0,0,0
Dave Phillips,0,25,0,0,0,0,0
Chance Farrar,25,25,0,0,0,0,25
Brandon Cash,0,25,0,0,0,14,0
Abdellah Er-Ramy,25,0,0,0,0,0,0
Dwight Joseph,0,0,80,0,0,0,0
Xavier Foupa-Pokam,25,0,25,0,0,0,0
James Giboo,25,0,0,0,0,0,0
Wang Guan,0,0,0,0,70,22,0
Christian Wellisch,50,90,80,0,25,34,0
Taiyilake Nueraji,200,0,0,0,0,49,0
JunYoung Hong,0,0,25,0,25,4,0
Brian Geraghty,25,0,0,0,0,0,0
Stevie Lynch,0,25,0,0,0,0,0
Dante Rivera,0,0,25,0,0,0,0
Wendell Oliveira Marques,50,0,0,0,0,0,0
Keith Rockel,0,115,0,0,0,9,0
Chris Liguori,0,25,0,0,0,0,0
Chris Sanford,25,0,0,0,0,0,0
Joe Moreira,0,0,105,0,0,9,0
Yuri Vaulin,0,0,25,0,0,0,0
Ron Fields,25,0,0,0,0,0,0
Tyrone Roberts,0,0,80,0,0,6,0
David Dodd,0,0,50,0,0,0,0
Michel Quinones,25,0,25,0,0,0,0
Nicco Montano,0,0,105,0,0,54,25
Patrick Walsh,0,0,105,0,0,0,0
Masio Fullen,0,25,25,0,70,5,0
Kazunori Yokota,0,0,25,0,0,0,0
Maimaitituoheti Keremuaili,0,0,25,0,0,0,0
TJ Cook,25,25,0,0,0,0,0
Justin Jones,0,0,50,0,0,0,0
Rainn Guerrero,0,25,0,0,0,0,0
Jose Maria,50,0,0,0,0,0,0
Yanis Ghemmouri,50,0,0,0,0,0,0
Iouri Kotchkine,25,0,0,0,0,0,0
Will Santiago,0,0,25,0,0,0,0
Gaetano Pirrello,25,25,0,0,0,0,0
Iliarde Santos,50,0,25,0,0,0,0
Kanako Murata,0,0,105,0,0,3,0
Luke Riley,100,0,0,0,0,7,0
Jeremy  Freitag,25,0,0,0,0,0,0
Fabio Cherant,50,25,25,0,0,1,0
John Marsh,0,0,50,0,0,0,0
Mehdi Baghdad,0,25,0,0,25,0,0
Genaro Valdez,125,0,50,0,0,0,0
Anthony Figueroa,100,25,25,0,0,5,0
Andreas Stahl,25,0,25,0,0,0,0
Jan Nortje,125,25,0,0,0,12,0
Seth Dikun,0,90,50,0,0,3,0
Mark Climaco,0,0,105,0,0,37,0
JungHyun Lee,0,0,25,0,0,0,0
Kaue Fernandes,200,0,80,0,25,109,0
Harry Hardwick,25,0,0,0,0,0,0
Leon Shahbazyan,25,0,0,0,0,0,0
Jason Suttie,0,25,0,0,0,0,0
Alex Torres,0,0,0,0,25,0,0
Tina Lahdemaki,0,0,25,0,0,0,0
Joe Charles,0,50,0,0,0,1,0
Yusuke Imamura,25,50,0,0,0,0,0
Solomon Hutcherson,25,0,0,0,0,0,0
Steven Koslow,25,0,0,0,0,0,0
Kailan Hill,0,0,25,0,0,0,0
Brandon Melendez,0,25,0,0,0,2,0
Ivan Serati,50,0,0,0,0,0,0
Tommy Speer,125,25,0,0,0,2,0
Sidney Silva,25,0,0,0,0,0,0
Tetsuji Kato,0,0,50,0,0,0,0
Mike Wessel,25,0,0,0,0,0,0
Jules Bruchez,0,25,0,0,0,0,0
Alvin Cacdac,0,25,0,0,0,1,0
Pedro Otavio,0,25,0,0,0,0,0
Tsuyoshi Kurihara,25,0,0,0,0,0,0
Hector Urbina,25,90,25,0,0,0,0
Lu Kai,150,0,0,0,0,2,0
Johil de Oliveira,0,25,25,0,0,0,0
Anthony Ivy,25,0,25,0,0,0,0
Naho Sugiyuma,0,25,0,0,0,1,25
Leo Sylvest,25,0,0,0,0,0,0
Roberto Traven,0,25,0,0,0,0,0
Kaiwen,100,0,80,0,0,21,0
Callan Potter,50,0,80,0,0,0,0
Carl Deaton,0,25,25,0,0,0,0
Jeff Joslin,0,0,25,0,25,18,0
Teila Tuli,25,0,0,0,0,0,0
Joao Pierini,25,0,0,0,0,0,0
Christophe Leninger,25,0,25,0,0,0,0
Joe Camacho,0,25,0,0,0,0,0
Roger Narvaez,50,0,0,0,70,14,0
Neil Wain,25,0,0,0,0,0,0
Bobby Lashley,125,0,0,0,0,19,0
Fabio Silva,25,0,0,0,0,0,0
Thomas Paull,25,0,0,0,0,0,0
Yoko Takahashi,0,0,25,0,0,0,0
Nurullo Aliev,100,0,160,75,0,54,0
Josh Wick,25,0,0,0,0,0,0
Justin Bruckmann,0,25,0,0,0,0,0
Danny Mitchell,0,0,50,0,0,6,0
Bia Mesquita,0,90,0,0,0,30,0
Victor Dias,0,0,25,0,0,0,0
JaeHyun Park,100,0,50,0,0,43,0
Reese Andy,25,0,25,0,0,0,0
Miika Mehmet,25,0,0,0,0,0,25
Rosi Sexton,25,0,50,0,0,0,0
Nick Rossborough,0,0,25,0,0,0,0
Leiticia Pestova,25,0,0,0,0,0,0
Adam Wieczorek,0,90,105,0,0,14,0
Alberto Montes,0,90,0,0,0,1,0
Carlos Calderon,0,25,0,0,0,0,0
Yukio Sakaguchi,25,0,0,0,0,0,0
Scott Junk,0,25,0,0,0,11,0
Felix Lee Mitchell,0,25,0,0,0,0,0
Hugo Cunha,25,0,0,0,0,0,0
Aurelijus Kerpe,25,0,0,0,0,0,0
Hiroyuki Abe,0,25,0,0,0,0,0
Roman Salazar,0,50,0,0,0,0,0
Poppies Martinez,0,180,0,0,0,7,0
Gigo Jara,0,25,0,0,0,0,0
Tyra Parker,0,25,0,0,0,0,0
Marcelo Golm,25,90,50,0,0,33,0
Yazan Hajeh,25,0,0,0,0,0,0
Liudvik Sholinian,0,0,50,0,0,0,0
Bristol Marunde,50,25,0,0,0,0,0
Ryuki Ueyama,0,0,25,0,25,0,0
Kultar Gill,0,25,25,0,0,13,0
Angel Pacheco,0,0,50,0,0,0,0
Brian Lo-A-Njoe,0,25,0,0,0,6,0
Masanori Tonooka,0,25,0,0,0,0,0
Sean Alvarez,25,0,0,0,0,0,0
Will Ribeiro,0,25,0,0,70,5,0
Anying Wang,25,0,0,0,0,8,0
Matt Bessette,0,0,25,0,25,0,0
Richie Smullen,0,25,0,0,0,0,0
Nick Newell,0,0,25,0,0,0,0
Bruno Oliveira,25,0,0,0,0,0,0
Nicdali Rivera-Calanoc,0,25,0,0,0,0,0
Wallen Del Rosario,0,0,25,0,0,0,0
Ray Wizard,0,25,0,0,0,0,0
Kestutis Smirnovas,25,25,0,0,0,7,0
Junya Kudo,0,25,0,0,0,0,0
Will Chope,25,0,0,0,0,0,0
Ruslan Magomedov,0,0,240,0,0,115,0
Ren Yawei,0,25,0,0,0,0,0
Ben Earwood,0,0,80,0,0,3,0
Sean Daugherty,0,25,0,0,0,0,0
Hu Yaozong,0,50,25,0,0,0,0
Denis Sobolev,0,25,0,0,0,0,0
Donald Sanchez,0,25,0,0,0,0,0
Herdem Alacabek,25,0,0,0,0,0,0
Won Jin Eoh,25,0,0,0,0,1,0
Roldan Sangcha'an,0,25,25,0,0,13,0
Steve Berger,25,0,50,0,0,0,0
Townsend Saunders,0,0,25,0,25,0,0
Matt Lucas,0,0,0,25,0,0,0
Mike Bourke,0,25,0,0,0,0,0
Jesse Sanders,0,25,0,0,0,0,0
Ericka Almeida,0,0,50,0,0,0,0
Min Soo Kim,25,0,0,0,0,0,0
Shem Rock,0,0,25,0,0,0,0
Oron Kahlon,0,25,0,0,0,0,0
Micol Di Segni,0,0,25,0,0,24,0
Jhonata Silva,25,0,0,0,0,0,0
Olivier Murad,0,0,0,0,70,6,0
David Lee,0,50,0,0,0,1,0
Alex Nicholson,125,25,25,0,0,23,0
Khadzhi Bestaev,25,0,0,0,0,0,0
J.T Taylor,0,90,0,0,0,0,0
Drew Dimanlig,0,25,0,0,0,2,0
Balajin,0,0,25,0,0,0,0
Helio Dipp,0,25,0,0,0,0,0
Dan Molina,0,90,0,0,0,0,0
Rafael  Del Real,0,25,0,0,0,4,0
Gugun Gusman,0,25,0,0,0,0,0
Michelle Montague,0,0,80,0,0,0,0
Alex Gorgees,0,0,25,0,0,0,0
Devin Smyth,0,0,25,0,0,0,0
Carlos Mota,0,0,25,0,0,0,0
Vernon Ramos Ho,25,0,0,0,0,0,0
Denis Stojnic,25,25,0,0,0,12,0
Khusein Askhabov,0,0,25,0,0,0,0
Mike Nickels,0,115,0,0,0,18,0
Abu Azaitar,25,0,105,0,0,36,0
Cameron Dollar,0,25,0,0,0,10,0
Stewart Nicoll,0,25,25,0,0,5,0
Bubba Bush,25,0,0,0,0,0,0
Brian Camozzi,50,25,0,0,0,0,0
Mike Aina,0,0,0,0,25,0,0
Fernando Bruno,0,25,25,0,0,2,0
Edivan Santos,25,0,0,0,0,0,0
Colleen Schneider,0,0,25,0,0,0,0
Andre Mussi,25,0,0,0,0,0,0
Craig White,25,0,25,0,0,0,0
Sam Oropeza,100,0,0,0,0,26,0
Don Carlo-Clauss,25,0,0,0,0,0,0
Alberto Uda,25,25,0,0,0,0,0
Harvey Park,25,0,0,0,0,0,0
Andy Wang,25,0,0,0,0,0,0
Justin Wren,0,0,0,0,25,0,0
Melchor Manibusan,25,0,0,0,0,0,0
Humberto Brown Morrison,0,25,0,0,0,0,0
Chris Mierzwiak,0,0,25,0,0,0,0
Sherman Pendergarst,25,0,0,0,0,0,0
Kenneth Seegrist,0,25,0,0,0,6,0
Nick Ertl,25,0,0,0,70,0,0
Kevin Knabjian,25,0,0,0,0,0,0
Mike Polchlopek,0,0,25,0,0,10,0
David Gardner,0,25,0,0,0,0,0
Tim Lajcik,25,0,25,0,0,1,0
Shonte Barnes,0,25,0,0,0,6,0
Johnny Sampaio,25,0,0,0,0,0,0
Bobby Stack,0,25,80,0,0,0,0
Jose Palacios,0,0,25,0,0,15,0
Antony Rea,25,0,0,0,0,0,0
Melinda Fabian,0,0,0,0,25,0,0
Joe Benoit,0,25,0,0,0,0,0
Chad Johnson,25,0,0,0,0,0,0
Maka Watson,0,0,0,25,0,0,0
Thomas Ramirez,25,0,0,0,0,0,0
Todd Brown,25,0,25,0,0,0,0
Gerald Strebendt,25,0,0,0,0,0,0
Ricky Legere Jr.,0,0,80,0,0,0,0
Ty Flores,0,0,25,0,0,0,0
Mohammad Yahya,50,0,25,0,0,0,0
Zach Light,0,50,0,0,0,0,0
Rolando Perez,25,25,0,0,0,0,0
Gilbert Rael,25,0,0,0,0,0,0
Filip Pejic,0,25,0,0,0,0,0
Shannon Ritch,0,50,0,0,0,0,0
Robert Lucarelli,25,0,0,0,0,0,0
Willie Peeters,0,25,0,0,0,0,0
Kerry Schall,25,0,0,0,0,0,0
Young Sam Jung,0,25,0,0,0,0,0
Estefani Almeida,0,0,25,0,0,0,0
Lucas Stark,0,25,0,0,0,0,0
Mo Miller,0,0,80,0,0,8,0
Rico Farrington,0,0,25,0,0,0,0
Boston Salmon,50,0,80,0,0,0,0
Danny Abbadi,0,25,0,0,25,0,0
Eun Soo Lee,0,0,0,0,0,0,0
Tommy Hayden,0,50,0,0,0,1,0
Islam Dulatov,100,0,0,0,0,7,0
Ronaldo Candido,0,0,25,0,0,0,0
Luis Santos,25,0,0,0,0,2,0
Sergey Ignatov,0,25,0,0,0,0,0
Yusuke Kasuya,25,0,25,0,0,0,0
Albert Cheng,0,0,0,0,0,0,0
Keiichiro Yamamiya,25,0,0,0,0,0,0
Derrick Mehmen,0,0,25,0,0,0,0
Josh Bryant,25,0,0,0,0,0,0
Israel Albuquerque,25,0,0,0,0,0,0
Donny Walker,0,25,25,0,0,0,0
Tulio Palhares,100,0,0,0,0,20,0
Adriano Santos,25,0,0,0,0,0,0
Jenna Castillo,100,0,0,0,0,11,0
Charlene Gellner,25,0,0,0,0,0,0
Katsuya Inoue,25,0,0,0,0,0,0
Horacio Gutierrez,25,0,25,0,0,0,0
Vinicius Cenci,0,25,0,0,0,2,0
Ibragim Magomedov,25,0,0,0,0,0,0
George Allen,0,0,25,0,0,0,0
Eric Wray,0,25,0,0,0,0,0
Kuya Ito,0,0,25,0,0,4,0
Oliver Enkamp,25,0,25,0,0,3,0
Ryan Loder,25,0,0,0,0,0,0
Alexandru Lungu,25,0,0,0,0,0,0
Klaudia Sygula,25,0,80,0,0,38,0
Marcelo Brito,0,0,25,0,0,0,0
Leonardo Damiani,25,0,0,0,0,0,0
Miguel Linares,25,0,0,0,0,0,0
Hiroko Yamanaka,0,0,25,0,0,0,0
Zane Frazier,50,0,0,0,0,0,0
Felipe Olivieri,0,25,0,0,0,27,0
Jonathan Meunier,0,25,80,0,0,56,0
Ryan Madigan,25,0,0,0,0,0,0
Jon Murphy,25,0,0,0,0,0,0
Lorenzo Hood,25,0,0,0,0,0,0
Erick Montano,25,25,0,0,70,31,0
Chelsea Hackett,25,0,0,0,0,0,0
Roger Hollett,0,0,50,0,0,0,0
Courtney Buck,25,25,0,0,0,0,0
Ricardo Barros,25,0,0,0,0,0,0
Dmitry Sosnovskiy,0,90,0,0,0,4,0
Juan Manuel Puig,50,0,0,0,0,4,0
Joe Hurley,0,50,0,0,0,0,25
Nasrudin Nasrudinov,0,25,0,0,0,5,0
Jerrel Venetiaan,0,25,0,0,70,18,0
Chris Price,25,25,0,0,0,0,0
Josh Diekmann,25,0,0,0,0,0,0
Tony Bonello,25,0,0,0,0,0,0
Jose Barreto,25,0,0,0,0,0,0
Mark Striegl,50,0,0,0,0,0,0
Brianna Fortino,0,0,105,0,0,49,0
Brock Jardine,0,25,25,0,0,0,0
Sai Wang,0,0,80,0,25,27,0
Cristina Stanciu,25,0,25,0,0,4,0
Claudio Mattos,0,25,0,0,0,0,0
Won Sik Park,25,0,0,0,0,2,0
Jianping Yang,0,0,25,0,0,0,0
Egidijus Valavicius,0,25,0,0,0,0,0
Ben Wall,50,0,0,0,0,0,0
Kaloyan Kolev,25,0,0,0,0,0,0
Jeremia Siregar,25,0,0,0,0,0,0
Alexandre Ferreira,25,0,0,0,0,0,0
Tebaris Gordon,25,0,0,0,0,0,0
Chris Saunders,0,25,0,0,0,0,0
Chris Padilla,100,90,0,0,70,23,0
Tatsuya Iwasaki,25,0,0,0,0,0,0
Manny Bermudez,0,295,25,0,0,21,0
Nick Sanzo,0,25,0,0,0,0,0
Kyle Dietz,0,50,0,0,0,3,0
Don Shainis,0,25,25,0,0,0,0
Dom Mar Fan,0,0,80,0,0,25,0
Kristian Rothaermel,0,25,0,0,0,0,0
Vitor Vianna,25,0,0,0,0,0,0
Raymond Daniels,0,25,0,0,0,0,0
Geronimo dos Santos,25,0,0,0,0,0,0
Larissa Pacheco,25,25,0,0,0,0,0
Stephanie Webber,25,0,0,0,0,0,0
CM Punk,0,25,0,0,0,0,0
Nick Denis,100,25,0,0,0,8,0
Derek Downey,0,25,0,0,0,0,0
Rick Davis,25,0,0,0,0,0,0
Jamie Yager,25,0,0,0,0,5,0
Nick Serra,0,0,25,0,0,0,0
Maiquel Falcao,0,0,80,0,0,17,0
Sean O'Haire,25,0,0,0,0,0,0
Robert Breslin,0,25,0,0,0,0,0
Kaik Brito,0,0,0,25,0,0,0
Ryan MacDonald,25,0,25,0,0,0,0
Braxton Smith,25,0,0,0,0,0,0
Bryson Kamaka,25,0,0,0,0,0,0
Taylor Johnson,0,25,0,0,0,7,0
Tatsuya Saika,25,0,0,0,0,0,0
Rene Kronvold,0,25,0,0,0,0,0
Bob Cook,0,90,0,0,0,0,0
Isaac Thomson,0,0,25,0,0,0,0
Shunichi Shimizu,0,25,0,0,0,0,0
Larry Parker,0,0,25,0,0,0,0
Fiona Muxlow,0,25,0,0,0,0,0
Taiga Iwasaki,25,0,0,0,0,0,0
Bill Duvall,0,25,0,0,0,0,0
Daniel Spohn,0,90,25,0,0,15,0
Angel De Anda,0,25,0,0,0,0,0
Garrett Gross,0,25,0,0,0,0,0
Tom Egan,25,0,0,0,0,0,0
John Dixson,0,25,0,0,0,0,0
Tatsuya Ando,0,0,25,0,0,0,0
Fabio Nascimento,0,25,25,0,0,0,0
Andrei Kopylov,0,0,0,0,0,0,0
Mychal Clark,0,0,0,0,0,29,0
Josh Bennett,0,0,0,0,0,0,0
Jorge Lopez,0,0,25,0,25,1,0
Jinnosuke Kashimura,25,0,0,0,0,0,0
Nikolajus Cilkinas,0,25,0,0,0,0,0
Megumi Fujii,0,90,0,0,0,3,0
Karla Benitez,0,25,0,0,0,0,0
Patrik White,25,0,0,0,0,20,0
Spike Carlyle,100,0,50,0,0,18,0
Davi Bittencourt,25,0,0,0,0,14,0
Cesar Gracie,25,0,0,0,0,0,0
Hugo Duarte,25,0,0,0,0,0,0
Marc Stevens,0,25,0,0,0,0,0
Maiju Kujala,0,0,25,0,0,0,0
Joe Giannetti,0,0,0,0,25,0,0
Chris Hofmann,25,0,0,0,0,2,0
Damir Mirenic,25,0,0,0,0,0,0
Alejandro Flores,0,25,0,0,0,13,0
Floyd Sword,0,25,0,0,0,0,0
Anistavio Medeiros,0,25,0,0,0,0,0
Chris Solomon,0,0,25,0,0,0,0
Angga,25,0,0,0,0,0,0
Peggy Morgan,0,0,25,0,0,0,0
Pauline Macias,0,0,25,0,0,0,0
Adrian Diaz,0,25,0,0,0,0,0
Wataru Sakata,0,25,0,0,0,0,0
Chuck O'Neil,0,0,25,0,0,0,0
Cameron Olson,0,0,80,0,0,14,0
Rolles Gracie,25,0,0,0,0,0,0
Ken Cross,0,0,80,0,0,12,0
Kit Cope,0,50,0,0,0,0,25
Daniel Allen,0,0,80,0,0,26,0
Jacobi Jones,0,0,25,0,0,0,0
Michael Imperato,0,0,25,0,0,0,0
Jay Cucciniello,0,0,25,0,0,0,0
Yukiya Naito,25,0,0,0,0,0,0
Rainy Martinez,0,25,0,0,0,0,0
Kenny Ento,0,90,0,0,0,23,0
Mario Rivera,0,25,0,0,0,0,0
Isabela de Padua,0,0,25,0,0,0,0
Alberta Cerra Leon,0,25,0,0,0,0,0
Lance Gibson,125,0,0,0,0,6,0
Jermaine Andre,25,0,0,0,0,0,0
Josh Rafferty,25,0,0,0,0,0,0
Josh Copeland,25,0,25,0,0,0,0
Tomohiko Hashimoto,25,0,0,0,0,0,0
Stephen Ledbetter,0,0,25,0,0,0,0
Ulysses Gomez,25,0,25,0,0,2,0
Terrance Saeteurn,0,25,0,0,0,0,0
Takeru Uchida,0,90,0,0,0,0,0
Shaun Etchell,0,25,0,0,0,0,0
Adam Antolin,0,0,0,0,70,11,0
Kelly Velasco,0,0,25,0,0,0,0
Donnie Chappell,0,25,0,0,0,0,0
Cory Walmsley,0,25,0,0,0,0,0
Ralek Gracie,0,90,80,0,0,10,0
Koichiro Matsumoto,25,0,0,0,0,0,0
Marcin Wrzosek,0,0,0,0,25,0,0
Zach Skinner,0,0,80,0,0,0,0
Scott Shaffer,0,0,25,0,0,28,0
Jaimelene Nievera,25,0,0,0,0,0,0
Jason Jackson,25,0,0,0,0,5,0
Derrick Noble,25,0,0,0,0,7,0
Fabio Mello,25,0,0,0,0,0,0
Maciej Jewtuszko,100,0,25,0,0,15,0
Erick Wanderlei,25,0,0,0,0,0,0
Danilo Suzart,25,0,0,0,0,0,0
Alfred Khashakyan,25,0,0,0,0,0,0
Yoshinori Horie,25,0,0,0,0,0,0
Georgi Karakhanyan,0,0,0,0,70,39,0
Yaroslav Amosov,0,90,0,0,0,4,0
Anthony Romero,0,0,80,0,0,28,0
Donovan Beard,0,25,0,0,0,0,0
Jonas Bilharinho,100,0,0,0,0,5,0
Mark Choinski,0,0,25,0,0,0,0
Karolina Wojcik,0,0,80,0,0,27,0
Sandra Lavado,0,0,25,0,0,0,0
Rodrigo Ruas,25,0,0,0,0,0,0
Emiliano Linares,25,0,0,0,0,0,0
Aaron Wetherspoon,0,0,25,0,0,0,0
Jamelle Jones,25,0,0,0,0,0,0
Alexander Morgan,0,25,0,0,0,3,0
Manolo Zecchini,25,0,0,0,0,0,0
Jair Farias,0,0,25,0,0,0,0
Mike Ciesnolevicz,25,90,0,0,0,0,0
Neil Grove,0,25,0,0,0,0,0
Gregory Bouchelaghem,0,0,25,0,0,0,0
Frank Caracci,25,0,0,0,0,0,0
Jack Becker,25,0,0,0,0,0,0
Tom Tuggle,0,25,0,0,0,0,0
Peter Petties,25,0,0,0,0,0,0
Kenji Arai,25,0,0,0,0,0,0
Brian Cobb,25,0,0,0,0,0,0
Gisele Moreira,0,0,0,0,70,0,0
Dayana Silva,0,0,0,0,25,6,0
Ron van Clief,0,25,0,0,0,0,0
Magno Almeida,0,0,25,0,0,0,0
Joe Martin,0,0,25,0,0,0,0
Eddy Ellis,0,0,80,0,0,28,0
Ashe Bowman,25,0,0,0,0,0,0
Patrick Kaase,100,0,0,0,0,29,0
Jarrod Kwitty,25,0,0,0,0,0,0
Marcus Buchecha,0,0,25,0,0,0,0
Josh Thornburg,0,0,25,0,0,0,0
Acacio Dos Santos,0,0,25,0,0,0,0
Tomomi Iwama,25,0,0,0,0,0,0
Mitchell Sipe,25,0,0,0,0,0,0
Ashiek Ajim,25,0,0,0,0,0,0
Isaiah Hill,0,90,0,0,0,4,0
Mike Altman,25,0,0,0,0,0,0
Martin Svensson,25,0,0,0,0,0,0
Dylan Lockard,0,25,0,0,0,0,0
Alexandre Franca Nogueira,25,0,0,0,0,0,0
Chris Tickle,0,0,25,0,0,0,0
Collin Huckbody,0,90,0,0,0,0,0
Kyron Bowen,0,25,0,0,0,1,0
Joe Duarte,0,0,0,0,25,0,0
Edson Gomez,25,0,0,0,0,0,0
KyuSung Kim,0,0,25,0,0,10,0
Jack Nilson,100,0,0,0,0,10,0
Saeed Hosseini,25,0,0,0,0,0,0
Alvin Hines,0,0,25,0,0,0,0
Austin Bashi,0,0,25,0,0,0,0
Sione Latu,0,0,0,0,0,0,0
Joey Roberts,0,0,0,0,0,8,0
YeDam Seo,0,0,50,0,0,0,0
Richard Dalton,0,0,25,0,0,0,0
Bruno Carvalho,0,0,25,0,0,0,0
Joe Jordan,0,25,0,0,0,0,0
Ricky Steele,0,0,0,0,70,17,0
Phil Caracappa,0,0,0,0,25,0,0
Francois Botha,0,25,0,0,0,0,0
John Teixeira,0,0,0,0,25,0,0
Raul Castillo,0,0,25,0,0,0,0
Trent Jenkins,0,25,0,0,0,0,0
Matt Skelton,0,25,0,0,0,0,0
Kevin Szaflarski,0,0,25,0,0,0,0
Jesse Moreng,0,25,0,0,0,0,0
Jesse Murray,25,0,0,0,0,0,0
Alavutdin Gadjiev,0,25,0,0,0,0,0
